date,close,ret
1971-05-17,109.15,-0.014357955571609127
1971-05-18,108.4,-0.006871278057718699
1971-05-19,108.33,-0.0006457564575645947
1971-05-20,108.72,0.003600110772639109
1971-05-21,108.85,0.001195732155996998
1971-05-24,108.42,-0.00395039044556722
1971-05-25,107.5,-0.008485519276886233
1971-05-26,107.53,0.000279069767441964
1971-05-27,107.6,0.0006509811215473782
1971-05-28,108.25,0.006040892193308611
1971-06-01,108.87,0.005727482678983931
1971-06-02,109.56,0.0063378341140809535
1971-06-03,110.22,0.006024096385542244
1971-06-04,110.66,0.003992015968063756
1971-06-07,110.76,0.0009036688957166916
1971-06-08,110.02,-0.006681112314915194
1971-06-09,109.79,-0.002090528994728169
1971-06-10,110.06,0.0024592403679752906
1971-06-11,110.2,0.0012720334363074404
1971-06-14,109.57,-0.005716878402903913
1971-06-15,109.36,-0.0019165830062972677
1971-06-16,109.44,0.000731528895391298
1971-06-17,109.44,0.0
1971-06-18,108.16,-0.011695906432748537
1971-06-21,106.5,-0.015347633136094663
1971-06-22,105.49,-0.00948356807511741
1971-06-23,105.99,0.004739785761683546
1971-06-24,106.37,0.0035852438909331763
1971-06-25,106.56,0.0017862179185861304
1971-06-28,106.45,-0.0010322822822822486
1971-06-29,107.22,0.007233442930953515
1971-06-30,107.8,0.005409438537586242
1971-07-01,108.47,0.006215213358070626
1971-07-02,108.77,0.002765741679727096
1971-07-06,109.23,0.004229107290613321
1971-07-07,110.01,0.007140895358417998
1971-07-08,110.42,0.003726933915098707
1971-07-09,110.91,0.004437601883716669
1971-07-12,111.24,0.0029753854476601838
1971-07-13,110.76,-0.004314994606256617
1971-07-14,110.34,-0.003791982665222071
1971-07-15,110.72,0.003443900670654365
1971-07-16,109.98,-0.0066835260115606365
1971-07-19,109.37,-0.00554646299327155
1971-07-20,109.79,0.003840175550882341
1971-07-21,109.74,-0.00045541488295852695
1971-07-22,109.54,-0.0018224895206851999
1971-07-23,109.63,0.0008216176739088699
1971-07-26,109.35,-0.002554045425522178
1971-07-27,108.57,-0.0071330589849109005
1971-07-28,107.45,-0.010315925209542165
1971-07-29,105.81,-0.015262912982782706
1971-07-30,105.27,-0.005103487383045113
1971-08-02,105.59,0.0030398024128432954
1971-08-03,104.41,-0.011175300691353418
1971-08-04,103.26,-0.011014270663729397
1971-08-05,103.11,-0.0014526438117373752
1971-08-06,103.78,0.006497914848220265
1971-08-09,103.18,-0.0057814607824242525
1971-08-10,103.04,-0.0013568521031207537
1971-08-11,104.08,0.010093167701863193
1971-08-12,105.21,0.010857033051498766
1971-08-13,105.44,0.0021861039825112893
1971-08-16,107.86,0.022951441578148657
1971-08-17,108.93,0.00992026701279447
1971-08-18,108.39,-0.0049573120352520705
1971-08-19,108.01,-0.0035058584740289556
1971-08-20,107.89,-0.0011110082399777843
1971-08-23,108.26,0.0034294188525350044
1971-08-24,108.6,0.003140587474598
1971-08-25,108.85,0.002302025782688677
1971-08-26,108.97,0.0011024345429491156
1971-08-27,109.3,0.0030283564283748454
1971-08-30,108.71,-0.005397987191216869
1971-08-31,108.42,-0.002667647870481016
1971-09-01,108.65,0.0021213798192216693
1971-09-02,108.96,0.0028531983433039976
1971-09-03,109.98,0.009361233480176256
1971-09-07,110.53,0.005000909256228425
1971-09-08,110.58,0.0004523658735184899
1971-09-09,110.55,-0.00027129679869775103
1971-09-10,110.42,-0.0011759384893712532
1971-09-13,110.22,-0.001811266074986495
1971-09-14,109.77,-0.004082743603701755
1971-09-15,109.79,0.00018219914366413015
1971-09-16,109.78,-9.1082976591772e-05
1971-09-17,110.1,0.002914920750592076
1971-09-20,109.99,-0.000999091734786517
1971-09-21,109.82,-0.0015455950540957941
1971-09-22,108.99,-0.007557821890366023
1971-09-23,108.8,-0.0017432791999265618
1971-09-24,108.88,0.0007352941176470562
1971-09-27,108.18,-0.006429096252755229
1971-09-28,108.38,0.0018487705675724886
1971-09-29,108.6,0.002029894814541411
1971-09-30,109.03,0.003959484346224729
1971-10-01,109.58,0.005044483169769798
1971-10-04,109.96,0.0034677860923526538
1971-10-05,109.99,0.00027282648235726903
1971-10-06,110.68,0.006273297572506609
1971-10-07,110.98,0.0027105168052041773
1971-10-08,110.74,-0.0021625518111372255
1971-10-11,110.71,-0.0002709048221057886
1971-10-12,110.91,0.0018065215427693904
1971-10-13,110.69,-0.0019835902984401965
1971-10-14,109.87,-0.007408076610353143
1971-10-15,109.6,-0.0024574497132976436
1971-10-18,109.06,-0.004927007299269981
1971-10-19,107.99,-0.009811113148725514
1971-10-20,106.58,-0.013056764515232855
1971-10-21,106.61,0.00028147870144490383
1971-10-22,106.8,0.0017821967920457205
1971-10-25,106.29,-0.004775280898876355
1971-10-26,105.69,-0.005644933672029451
1971-10-27,104.28,-0.013340902639795593
1971-10-28,104.5,0.0021097046413502962
1971-10-29,105.1,0.00574162679425827
1971-11-01,103.69,-0.013415794481446253
1971-11-02,103.54,-0.001446619731893084
1971-11-03,105.01,0.014197411628356083
1971-11-04,105.56,0.0052375964193887015
1971-11-05,105.46,-0.0009473285335355186
1971-11-08,105.43,-0.00028446804475623644
1971-11-09,105.72,0.0027506402352270864
1971-11-10,104.86,-0.008134695421869065
1971-11-11,103.74,-0.010680907877169576
1971-11-12,103.91,0.0016387121650278669
1971-11-15,103.44,-0.00452314502935236
1971-11-16,103.71,0.0026102088167052617
1971-11-17,103.64,-0.0006749590203450895
1971-11-18,103.44,-0.001929756850636899
1971-11-19,102.95,-0.004737045630317072
1971-11-22,101.79,-0.011267605633802802
1971-11-23,100.31,-0.014539738677669778
1971-11-24,100.4,0.0008972186222711009
1971-11-26,101.64,0.012350597609561698
1971-11-29,103.08,0.01416765053128688
1971-11-30,103.97,0.008634070624757406
1971-12-01,105.06,0.010483793401942831
1971-12-02,106.15,0.010375023795926142
1971-12-03,107.26,0.010456900612340947
1971-12-06,106.92,-0.003169867611411581
1971-12-07,107.26,0.00317994762439211
1971-12-08,107.71,0.0041954130151034
1971-12-09,107.97,0.002413889146783088
1971-12-10,108.81,0.007779938871908865
1971-12-13,109.16,0.0032166161198419196
1971-12-14,109.07,-0.0008244778307072709
1971-12-15,109.45,0.003484001100210854
1971-12-16,110.01,0.0051164915486523466
1971-12-17,110.52,0.00463594218707386
1971-12-20,111.5,0.008867173362287373
1971-12-21,111.73,0.002062780269058262
1971-12-22,111.97,0.0021480354425846837
1971-12-23,111.94,-0.0002679289095293136
1971-12-27,111.7,-0.0021440057173485183
1971-12-28,111.93,0.0020590868397494244
1971-12-29,112.57,0.005717859376395795
1971-12-30,112.97,0.0035533445855913115
1971-12-31,114.12,0.010179693723997518
1972-01-03,113.65,-0.004118471784086863
1972-01-04,113.93,0.0024637043554773808
1972-01-05,114.83,0.007899587465987734
1972-01-06,115.72,0.007750587825481103
1972-01-07,116.05,0.002851711026615966
1972-01-10,116.1,0.0004308487720809939
1972-01-11,116.64,0.0046511627906977715
1972-01-12,116.9,0.0022290809327847327
1972-01-13,116.42,-0.004106073567151425
1972-01-14,116.74,0.002748668613640204
1972-01-17,116.93,0.001627548398149825
1972-01-18,117.66,0.0062430513982723035
1972-01-19,117.45,-0.001784803671596058
1972-01-20,117.32,-0.0011068539804173216
1972-01-21,117.21,-0.0009376065461984551
1972-01-24,116.49,-0.006142820578448949
1972-01-25,116.3,-0.0016310412910979233
1972-01-26,116.39,0.0007738607050731261
1972-01-27,117.37,0.00841996735114714
1972-01-28,118.44,0.009116469285166406
1972-01-31,118.87,0.0036305302262749084
1972-02-01,119.58,0.005972911584083418
1972-02-02,120.47,0.0074427161732730784
1972-02-03,120.66,0.0015771561384576582
1972-02-04,121.24,0.004806895408586032
1972-02-07,121.14,-0.0008248102936324608
1972-02-08,121.35,0.0017335314512134659
1972-02-09,122.16,0.006674907292954391
1972-02-10,122.71,0.0045022920759658636
1972-02-11,122.86,0.0012223942628963869
1972-02-14,122.26,-0.004883607357968334
1972-02-15,122.61,0.0028627515131685044
1972-02-16,123.35,0.006035396786558955
1972-02-17,123.44,0.0007296311309283876
1972-02-18,123.4,-0.0003240440699934233
1972-02-22,123.3,-0.0008103727714749986
1972-02-23,123.61,0.0025141930251419975
1972-02-24,124.0,0.0031550845400858396
1972-02-25,124.83,0.006693548387096682
1972-02-28,124.94,0.0008811984298646713
1972-02-29,125.38,0.0035216904113974934
1972-03-01,126.29,0.00725793587494028
1972-03-02,126.58,0.0022963021616912993
1972-03-03,127.19,0.004819086743561352
1972-03-06,127.88,0.005424954792043302
1972-03-07,127.83,-0.0003909915545824427
1972-03-08,128.4,0.004459047172025388
1972-03-09,128.85,0.003504672897196137
1972-03-10,128.55,-0.002328288707799664
1972-03-13,127.34,-0.009412679891093068
1972-03-14,127.73,0.0030626668760798115
1972-03-15,128.14,0.0032098958741093586
1972-03-16,127.77,-0.00288746683315122
1972-03-17,128.01,0.0018783752054472025
1972-03-20,127.53,-0.003749707054136353
1972-03-21,125.73,-0.014114326040931546
1972-03-22,126.36,0.005010737294201872
1972-03-23,127.38,0.008072174738841476
1972-03-24,127.55,0.0013345894174909834
1972-03-27,127.56,7.840062720498864e-05
1972-03-28,127.72,0.0012543116964565115
1972-03-29,127.53,-0.0014876291888505921
1972-03-30,128.14,0.004783188269426697
1972-04-03,128.06,-0.0006243171531136182
1972-04-04,128.78,0.005622364516632894
1972-04-05,130.0,0.00947352073303298
1972-04-06,130.92,0.007076923076922981
1972-04-07,131.8,0.006721662083715385
1972-04-10,131.76,-0.00030349013657071655
1972-04-11,132.47,0.005388585306618232
1972-04-12,133.17,0.005284215294028671
1972-04-13,133.06,-0.0008260118645339043
1972-04-14,133.88,0.006162633398466788
1972-04-17,133.74,-0.0010457125784283372
1972-04-18,134.1,0.0026917900403766737
1972-04-19,132.68,-0.010589112602535367
1972-04-20,132.86,0.0013566475731083827
1972-04-21,133.01,0.0011290079783228268
1972-04-24,131.9,-0.00834523720021041
1972-04-25,130.84,-0.008036391205458737
1972-04-26,130.92,0.0006114338122897855
1972-04-27,131.01,0.000687442713107167
1972-04-28,131.33,0.0024425616365164604
1972-05-01,130.16,-0.00890885555470966
1972-05-02,129.34,-0.006299938537184913
1972-05-03,128.77,-0.004406989330446809
1972-05-04,128.92,0.0011648675933833008
1972-05-05,129.43,0.003955941669252505
1972-05-08,128.62,-0.006258209070540088
1972-05-09,125.78,-0.0220805473487794
1972-05-10,126.77,0.007870885673397998
1972-05-11,127.95,0.0093081959454131
1972-05-12,129.44,0.011645173896053018
1972-05-15,130.34,0.006953028430160657
1972-05-16,130.36,0.00015344483658141783
1972-05-17,129.76,-0.004602638846271989
1972-05-18,130.82,0.008168927250308267
1972-05-19,132.16,0.010243082097538547
1972-05-22,132.38,0.0016646489104115147
1972-05-23,132.72,0.0025683638011784193
1972-05-24,133.47,0.005650994575045143
1972-05-25,133.8,0.002472465722634487
1972-05-26,133.95,0.0011210762331836932
1972-05-30,133.45,-0.0037327360955580202
1972-05-31,132.53,-0.0068939677781939546
1972-06-01,133.13,0.004527276842978933
1972-06-02,133.52,0.0029294674378428365
1972-06-05,132.74,-0.0058418214499700305
1972-06-06,132.0,-0.005574807895133427
1972-06-07,131.0,-0.007575757575757569
1972-06-08,131.07,0.0005343511450381921
1972-06-09,130.57,-0.003814755474174092
1972-06-12,130.38,-0.0014551581527150192
1972-06-13,130.78,0.0030679552078540784
1972-06-14,131.45,0.00512310750879319
1972-06-15,131.29,-0.0012171928489920214
1972-06-16,131.28,-7.616726331016732e-05
1972-06-19,130.76,-0.0039609993906155605
1972-06-20,131.07,0.0023707555827470195
1972-06-21,131.38,0.002365148393987937
1972-06-22,130.79,-0.004490790074592854
1972-06-23,130.22,-0.004358131355608141
1972-06-26,129.31,-0.006988173859622138
1972-06-27,129.79,0.003712009898692914
1972-06-28,129.58,-0.0016179983049540159
1972-06-29,129.35,-0.001774965272418716
1972-06-30,130.08,0.005643602628527367
1972-07-03,130.59,0.003920664206642055
1972-07-05,131.28,0.005283712382265104
1972-07-06,131.86,0.004418037781840356
1972-07-07,131.5,-0.0027301683603823124
1972-07-10,130.85,-0.004942965779467734
1972-07-11,130.47,-0.0029040886511272346
1972-07-12,130.11,-0.0027592550011495964
1972-07-13,129.03,-0.008300668664975919
1972-07-14,129.38,0.0027125474695806062
1972-07-17,128.4,-0.007574586489411006
1972-07-18,127.54,-0.006697819314641751
1972-07-19,127.77,0.0018033558099419533
1972-07-20,127.09,-0.005322063082100592
1972-07-21,127.63,0.0042489574317412515
1972-07-24,128.77,0.008932069262712616
1972-07-25,128.47,-0.0023297351867671567
1972-07-26,128.65,0.0014011053164162401
1972-07-27,128.36,-0.0022541780023318525
1972-07-28,128.15,-0.0016360236833905528
1972-07-31,127.75,-0.0031213421771362215
1972-08-01,128.45,0.005479452054794498
1972-08-02,129.39,0.0073180225768780804
1972-08-03,130.31,0.007110286730040993
1972-08-04,130.94,0.004834625124702674
1972-08-07,130.97,0.00022911257064306412
1972-08-08,130.61,-0.00274872108116353
1972-08-09,130.75,0.0010718934231681576
1972-08-10,130.84,0.0006883365200764935
1972-08-11,131.68,0.006420055029043192
1972-08-14,131.7,0.00015188335358429228
1972-08-15,131.48,-0.001670463173879977
1972-08-16,131.46,-0.000152114390021163
1972-08-17,130.89,-0.004335919671383137
1972-08-18,131.43,0.004125601650240895
1972-08-21,131.29,-0.0010652058129804187
1972-08-22,131.29,0.0
1972-08-23,131.1,-0.0014471780028942893
1972-08-24,130.4,-0.005339435545385074
1972-08-25,130.31,-0.0006901840490798339
1972-08-28,129.77,-0.0041439643926022285
1972-08-29,129.44,-0.0025429606226401447
1972-08-30,129.78,0.002626699629171947
1972-08-31,129.95,0.0013099090768993182
1972-09-01,130.7,0.005771450557906954
1972-09-05,130.33,-0.0028309104820196662
1972-09-06,129.63,-0.005370981355022009
1972-09-07,129.21,-0.003239990742883503
1972-09-08,129.13,-0.0006191471248356839
1972-09-11,128.26,-0.006737396422210162
1972-09-12,127.18,-0.008420396070481728
1972-09-13,127.51,0.00259474760182421
1972-09-14,127.58,0.0005489765508586153
1972-09-15,127.67,0.0007054397240946475
1972-09-18,127.61,-0.00046996161980106255
1972-09-19,127.42,-0.0014889115273097886
1972-09-20,127.51,0.0007063255375923116
1972-09-21,127.3,-0.00164692965257629
1972-09-22,127.46,0.0012568735271012432
1972-09-25,126.82,-0.005021183116271755
1972-09-26,127.07,0.0019712979025390265
1972-09-27,128.55,0.011647123632643641
1972-09-28,129.13,0.004511863088292323
1972-09-29,129.61,0.00371718423294376
1972-10-02,129.3,-0.002391790756886114
1972-10-03,129.48,0.0013921113689092657
1972-10-04,129.29,-0.001467408093914102
1972-10-05,128.01,-0.009900224301956806
1972-10-06,128.13,0.0009374267635340328
1972-10-09,128.51,0.0029657379224226066
1972-10-10,129.02,0.00396856275776214
1972-10-11,128.57,-0.0034878313439777875
1972-10-12,127.87,-0.005444504938943662
1972-10-13,127.19,-0.0053179009931962895
1972-10-16,125.87,-0.010378174384778616
1972-10-17,126.43,0.004449034718360334
1972-10-18,127.05,0.004903899390967359
1972-10-19,126.91,-0.001101928374655614
1972-10-20,128.0,0.008588763690804635
1972-10-23,128.66,0.005156249999999973
1972-10-24,128.91,0.001943105860407357
1972-10-25,128.89,-0.00015514700178431706
1972-10-26,129.37,0.003724105826674151
1972-10-27,129.53,0.0012367627734404252
1972-10-30,129.46,-0.0005404153477958085
1972-10-31,130.24,0.006025027035377661
1972-11-01,131.59,0.010365479115479026
1972-11-02,132.12,0.004027661676419214
1972-11-03,133.34,0.009234029669996868
1972-11-06,133.58,0.0017999100044998606
1972-11-08,133.06,-0.003892798323102298
1972-11-09,132.82,-0.0018036975800391764
1972-11-10,133.12,0.002258695979521219
1972-11-13,132.77,-0.0026292067307691624
1972-11-14,132.9,0.0009791368532048317
1972-11-15,132.45,-0.003386004514672858
1972-11-16,132.62,0.001283503208758141
1972-11-17,132.33,-0.0021866988387874153
1972-11-20,132.12,-0.001586941736567704
1972-11-21,132.19,0.0005298213745079661
1972-11-22,132.49,0.0022694606248583327
1972-11-24,133.02,0.004000301909578008
1972-11-27,132.57,-0.003382949932341117
1972-11-28,132.71,0.0010560458625632485
1972-11-29,132.73,0.00015070454374188635
1972-11-30,132.96,0.001732841106004912
1972-12-01,133.94,0.007370637785800271
1972-12-04,134.14,0.00149320591309543
1972-12-05,134.28,0.0010436857015059253
1972-12-06,134.68,0.0029788501638368103
1972-12-07,135.06,0.0028215028215028415
1972-12-08,135.15,0.0006663705019991362
1972-12-11,134.83,-0.00236773954864955
1972-12-12,134.27,-0.004153378328265234
1972-12-13,133.66,-0.0045430848290758385
1972-12-14,133.33,-0.0024689510698786554
1972-12-15,133.53,0.0015000375009375233
1972-12-18,132.54,-0.007414064255223618
1972-12-19,132.39,-0.0011317338162064594
1972-12-20,131.93,-0.0034745826724070783
1972-12-21,131.08,-0.006442810581368863
1972-12-22,131.28,0.0015257857796764362
1972-12-26,131.18,-0.0007617306520414369
1972-12-27,131.93,0.005717334959597586
1972-12-29,133.73,0.013643598878192886
1973-01-02,134.63,0.006729978314514273
1973-01-03,135.38,0.005570823739136976
1973-01-04,135.44,0.0004431969271680991
1973-01-05,135.91,0.0034701712935616413
1973-01-08,136.02,0.0008093591347215767
1973-01-09,135.99,-0.00022055580061752789
1973-01-10,136.06,0.0005147437311565639
1973-01-11,136.84,0.005732764956636771
1973-01-12,136.01,-0.006065477930429775
1973-01-15,134.6,-0.010366884787883168
1973-01-16,134.03,-0.004234769687964324
1973-01-17,134.07,0.0002984406476160828
1973-01-18,134.34,0.0020138733497427896
1973-01-19,133.87,-0.003498585678130106
1973-01-22,133.15,-0.00537835213266602
1973-01-23,132.44,-0.005332331956440117
1973-01-24,130.49,-0.01472364844457863
1973-01-26,129.76,-0.00559429841367165
1973-01-29,128.46,-0.010018495684340212
1973-01-30,128.22,-0.0018682858477347963
1973-01-31,128.4,0.0014038371548901196
1973-02-01,126.94,-0.011370716510903489
1973-02-02,126.48,-0.0036237592563415078
1973-02-05,126.0,-0.003795066413662229
1973-02-06,126.27,0.002142857142857002
1973-02-07,124.99,-0.01013700799873285
1973-02-08,123.97,-0.008160652852228112
1973-02-09,125.86,0.015245623941276154
1973-02-12,126.88,0.008104242809470863
1973-02-13,127.19,0.0024432534678435758
1973-02-14,125.42,-0.013916188379589522
1973-02-15,124.43,-0.007893477914208247
1973-02-16,124.55,0.0009643976532989207
1973-02-20,125.01,0.0036932958651145764
1973-02-21,123.95,-0.00847932165426768
1973-02-22,123.68,-0.002178297700685783
1973-02-23,122.34,-0.010834411384217368
1973-02-26,121.27,-0.008746117377799623
1973-02-27,119.8,-0.012121711882576047
1973-02-28,120.41,0.005091819699499123
1973-03-01,119.53,-0.00730836309276639
1973-03-02,120.11,0.004852338325106675
1973-03-05,120.55,0.0036633086337523046
1973-03-06,121.91,0.011281625881377044
1973-03-07,122.28,0.003035025838733496
1973-03-08,122.11,-0.0013902518809290054
1973-03-09,121.99,-0.0009827204979117043
1973-03-12,121.86,-0.0010656611197639165
1973-03-13,122.09,0.0018874117840144145
1973-03-14,122.1,8.190679007280544e-05
1973-03-15,121.6,-0.004095004095004073
1973-03-16,121.22,-0.0031249999999999334
1973-03-19,119.94,-0.010559313644613155
1973-03-20,119.26,-0.005669501417375322
1973-03-21,117.89,-0.011487506288780813
1973-03-22,115.69,-0.018661464076681678
1973-03-23,115.47,-0.0019016336762036623
1973-03-26,115.54,0.0006062180652983695
1973-03-27,116.89,0.011684265189544796
1973-03-28,117.14,0.0021387629395157592
1973-03-29,118.19,0.00896363325934768
1973-03-30,117.46,-0.0061764954733903865
1973-04-02,115.79,-0.014217605993529614
1973-04-03,114.47,-0.01139994818205381
1973-04-04,112.89,-0.013802743076788637
1973-04-05,112.02,-0.007706617060855736
1973-04-06,113.27,0.011158721656846948
1973-04-09,114.01,0.0065330625938024856
1973-04-10,114.81,0.0070169283396193105
1973-04-11,115.29,0.004180820486020309
1973-04-12,115.59,0.002602133749674662
1973-04-13,115.22,-0.0032009689419499887
1973-04-16,114.55,-0.0058149626800902965
1973-04-17,113.64,-0.007944129201222117
1973-04-18,113.71,0.0006159802886307464
1973-04-19,114.15,0.0038694925688154136
1973-04-23,113.02,-0.009899255365746873
1973-04-24,111.23,-0.015837904795611313
1973-04-25,109.37,-0.01672210734514068
1973-04-26,109.72,0.00320014629240184
1973-04-27,108.4,-0.012030623405030916
1973-04-30,107.85,-0.00507380073800745
1973-05-01,107.96,0.0010199350950395036
1973-05-02,109.05,0.010096331974805528
1973-05-03,109.81,0.0069692801467218235
1973-05-04,110.89,0.009835169838812385
1973-05-07,110.48,-0.003697357741906382
1973-05-08,110.67,0.001719768283852341
1973-05-09,110.54,-0.001174663413752608
1973-05-10,110.32,-0.0019902297810748815
1973-05-11,109.1,-0.011058738216098596
1973-05-14,106.46,-0.02419798350137492
1973-05-15,106.14,-0.003005823783580608
1973-05-16,106.1,-0.00037686074995291197
1973-05-17,105.19,-0.008576814326107463
1973-05-18,102.89,-0.021865196311436463
1973-05-21,100.76,-0.02070172028379824
1973-05-22,101.59,0.008237395791981017
1973-05-23,102.09,0.004921744266167982
1973-05-24,104.27,0.021353707512978604
1973-05-25,105.17,0.008631437613887183
1973-05-29,104.85,-0.003042692783113088
1973-05-30,103.19,-0.015832141154029533
1973-05-31,102.64,-0.005329973834673929
1973-06-01,102.3,-0.003312548713951702
1973-06-04,100.77,-0.014956011730205332
1973-06-05,101.71,0.009328173067381096
1973-06-06,101.7,-9.831874938537322e-05
1973-06-07,102.57,0.00855457227138623
1973-06-08,103.72,0.011211855318319364
1973-06-11,103.04,-0.006556112610875409
1973-06-12,104.79,0.016983695652173836
1973-06-13,104.33,-0.004389731844641753
1973-06-14,103.56,-0.00738042748969614
1973-06-15,102.26,-0.012553109308613308
1973-06-18,100.77,-0.01457070213182099
1973-06-19,100.96,0.0018854817902154153
1973-06-20,101.19,0.0022781299524563536
1973-06-21,100.4,-0.0078070955628025684
1973-06-22,100.99,0.005876494023904222
1973-06-25,99.43,-0.015447073967719493
1973-06-26,99.96,0.005330383184149579
1973-06-27,100.22,0.002601040416166489
1973-06-28,101.16,0.009379365396128492
1973-06-29,100.98,-0.001779359430604921
1973-07-02,100.15,-0.008219449395920009
1973-07-03,99.45,-0.006989515726410378
1973-07-05,99.39,-0.0006033182503770718
1973-07-06,99.48,0.0009055236945367806
1973-07-09,100.01,0.005327704061117933
1973-07-10,101.18,0.011698830116988246
1973-07-11,102.69,0.014923898003557978
1973-07-12,103.17,0.004674262342974078
1973-07-13,103.03,-0.0013569836192691698
1973-07-16,103.97,0.009123556245753672
1973-07-17,104.64,0.006444166586515365
1973-07-18,105.77,0.010798929663608625
1973-07-19,106.52,0.00709085752103622
1973-07-20,107.68,0.010889973713856582
1973-07-23,107.75,0.0006500742942050497
1973-07-24,108.29,0.005011600928074289
1973-07-25,109.19,0.008311016714378061
1973-07-26,109.17,-0.00018316695668096905
1973-07-27,109.36,0.0017404048731335386
1973-07-30,108.88,-0.004389173372348232
1973-07-31,108.64,-0.0022042615723731895
1973-08-01,107.13,-0.013899116347570017
1973-08-02,106.98,-0.0014001680201622957
1973-08-03,106.82,-0.0014956066554496772
1973-08-06,107.21,0.003651001685077704
1973-08-07,107.3,0.0008394739296708753
1973-08-08,106.13,-0.010904007455731612
1973-08-09,106.15,0.00018844812965235214
1973-08-10,105.32,-0.007819123881300127
1973-08-13,104.35,-0.009210026585643738
1973-08-14,103.59,-0.007283181600383215
1973-08-15,103.35,-0.002316825948450729
1973-08-16,103.31,-0.00038703434929843183
1973-08-17,103.71,0.0038718420288450517
1973-08-20,102.67,-0.010027962587985662
1973-08-21,102.12,-0.005356968929580153
1973-08-22,101.34,-0.00763807285546414
1973-08-23,102.53,0.011742648509966536
1973-08-24,102.4,-0.0012679215839266345
1973-08-27,102.91,0.004980468749999911
1973-08-28,102.99,0.000777378291711095
1973-08-29,103.79,0.007767744441208091
1973-08-30,103.99,0.0019269679159841235
1973-08-31,104.87,0.008462352149245289
1973-09-04,105.5,0.006007437780108704
1973-09-05,106.03,0.005023696682464385
1973-09-06,106.36,0.0031123266999906196
1973-09-07,107.02,0.0062053403535162754
1973-09-10,106.25,-0.00719491683797413
1973-09-11,105.77,-0.004517647058823515
1973-09-12,105.33,-0.004159969745674563
1973-09-13,105.6,0.0025633722586158036
1973-09-14,106.07,0.004450757575757525
1973-09-17,106.27,0.0018855472800980433
1973-09-18,106.3,0.0002822998023901402
1973-09-19,107.91,0.015145813734713132
1973-09-20,108.76,0.007876934482439202
1973-09-21,109.46,0.006436189775652634
1973-09-24,109.69,0.0021012241914855068
1973-09-25,109.8,0.001002826146412561
1973-09-26,110.62,0.007468123861566589
1973-09-27,111.27,0.0058759717953353885
1973-09-28,111.2,-0.0006291003864473677
1973-10-01,110.97,-0.0020683453237410054
1973-10-02,111.76,0.007119041182301666
1973-10-03,112.13,0.003310665712240368
